tmp_filename,model_size,output,flag,username,timestamp
"{""path"":""flagged/tmp_filename/485d8e6f3756438f606e/audio.wav"",""url"":""http://127.0.0.1:7860/stream//tmp/gradio/d042c24e003c8988e8a8a9278093bca86bade380/audio.wav"",""size"":48044,""orig_name"":""audio.wav"",""mime_type"":""""}",,,,,2023-12-20 20:55:37.469030
